"","group","data","n","Age"
"6101","all AML","OHSU",742,62
"6102","all AML","OHSU",742,68
"6103","all AML","OHSU",742,62
"6104","all AML","OHSU",742,74
"6105","all AML","OHSU",742,53
"6106","all AML","OHSU",742,56
"6107","all AML","TARGET",886,7
"6108","all AML","TARGET",886,4
"6109","all AML","TARGET",886,15
"6110","all AML","TARGET",886,14
"6111","all AML","TARGET",886,5
"6112","all AML","TARGET",886,3
"6113","all AML","TARGET",886,15
"6114","all AML","TARGET",886,4
"6115","all AML","TARGET",886,3
"6116","all AML","TARGET",886,16
"6117","all AML","TARGET",886,3
"6118","all AML","TARGET",886,14
"6119","all AML","TARGET",886,2
"6120","all AML","TARGET",886,2
"6121","all AML","TARGET",886,15
"6122","all AML","TARGET",886,8
"6123","all AML","TARGET",886,12
"6124","all AML","TARGET",886,16
"6125","all AML","TARGET",886,17
"6126","all AML","TARGET",886,1
"6127","all AML","TARGET",886,18
"6128","all AML","TARGET",886,6
"6129","all AML","TARGET",886,3
"6130","all AML","TARGET",886,13
"6131","all AML","TARGET",886,18
"6132","all AML","TARGET",886,6
"6133","all AML","TARGET",886,4
"6134","all AML","TARGET",886,1
"6135","all AML","TARGET",886,2
"6136","all AML","TARGET",886,7
"6137","all AML","TARGET",886,1
"6138","all AML","TARGET",886,13
"6139","all AML","TARGET",886,18
"6140","all AML","TARGET",886,9
"6141","all AML","TARGET",886,2
"6142","all AML","TARGET",886,8
"6143","all AML","TARGET",886,14
"6144","all AML","TARGET",886,13
"6145","all AML","TARGET",886,17
"6146","all AML","TARGET",886,10
"6147","all AML","TARGET",886,11
"6148","all AML","TARGET",886,4
"6149","all AML","TARGET",886,13
"6150","all AML","TARGET",886,7
"6151","all AML","TARGET",886,10
"6152","all AML","TARGET",886,3
"6153","all AML","TARGET",886,13
"6154","all AML","TARGET",886,11
"6155","all AML","TARGET",886,11
"6156","all AML","TARGET",886,13
"6157","all AML","TARGET",886,12
"6158","all AML","TARGET",886,18
"6159","all AML","TARGET",886,4
"6160","all AML","TARGET",886,9
"6161","all AML","TARGET",886,19
"6162","all AML","TARGET",886,3
"6163","all AML","TARGET",886,2
"6164","all AML","TARGET",886,16
"6165","all AML","TARGET",886,12
"6166","all AML","TARGET",886,6
"6167","all AML","TARGET",886,2
"6168","all AML","TARGET",886,17
"6169","all AML","TARGET",886,13
"6170","all AML","TARGET",886,7
"6171","all AML","TARGET",886,2
"6172","all AML","TARGET",886,2
"6173","all AML","TARGET",886,1
"6174","all AML","TARGET",886,18
"6175","all AML","TARGET",886,17
"6176","all AML","TARGET",886,9
"6177","all AML","TARGET",886,17
"6178","all AML","TARGET",886,18
"6179","all AML","TARGET",886,5
"6180","all AML","TARGET",886,13
"6181","all AML","TARGET",886,10
"6182","all AML","TARGET",886,3
"6183","all AML","TARGET",886,11
"6184","all AML","TARGET",886,1
"6185","all AML","TARGET",886,17
"6186","all AML","TARGET",886,5
"6187","all AML","TARGET",886,15
"6188","all AML","TARGET",886,1
"6189","all AML","TARGET",886,2
"6190","all AML","TARGET",886,13
"6191","all AML","TARGET",886,17
"6192","all AML","TARGET",886,16
"6193","all AML","TARGET",886,17
"6194","all AML","TARGET",886,2
"6195","all AML","TARGET",886,12
"6196","all AML","TARGET",886,18
"6197","all AML","TARGET",886,3
"6198","all AML","TARGET",886,9
"6199","all AML","TARGET",886,15
"6200","all AML","TARGET",886,16
"6201","all AML","TARGET",886,15
"6202","all AML","TARGET",886,16
"6203","all AML","TARGET",886,15
"6204","all AML","TARGET",886,14
"6205","all AML","TARGET",886,6
"6206","all AML","TARGET",886,6
"6207","all AML","TARGET",886,1
"6208","all AML","TARGET",886,20
"6209","all AML","TARGET",886,6
"6210","all AML","TARGET",886,10
"6211","all AML","TARGET",886,18
"6212","all AML","TARGET",886,15
"6213","all AML","TARGET",886,2
"6214","all AML","TARGET",886,14
"6215","all AML","TARGET",886,12
"6216","all AML","TARGET",886,6
"6217","all AML","TARGET",886,2
"6218","all AML","TARGET",886,12
"6219","all AML","TARGET",886,7
"6220","all AML","TARGET",886,14
"6221","all AML","TARGET",886,16
"6222","all AML","TARGET",886,16
"6223","all AML","TARGET",886,14
"6224","all AML","TARGET",886,13
"6225","all AML","TARGET",886,23
"6226","all AML","TARGET",886,8
"6227","all AML","TARGET",886,4
"6228","all AML","TARGET",886,18
"6229","all AML","TARGET",886,16
"6230","all AML","TARGET",886,4
"6231","all AML","TARGET",886,15
"6232","all AML","TARGET",886,2
"6233","all AML","TARGET",886,18
"6234","all AML","TARGET",886,13
"6235","all AML","TARGET",886,13
"6236","all AML","TARGET",886,15
"6237","all AML","TARGET",886,16
"6238","all AML","TARGET",886,8
"6239","all AML","TARGET",886,3
"6240","all AML","TARGET",886,13
"6241","all AML","TARGET",886,2
"6242","all AML","TARGET",886,1
"6243","all AML","TARGET",886,24
"6244","all AML","TARGET",886,12
"6245","all AML","TARGET",886,17
"6246","all AML","TARGET",886,10
"6247","all AML","TARGET",886,16
"6248","all AML","TARGET",886,11
"6249","all AML","TARGET",886,2
"6250","all AML","TARGET",886,16
"6251","all AML","TARGET",886,18
"6252","all AML","TARGET",886,8
"6253","all AML","TARGET",886,12
"6254","all AML","TARGET",886,8
"6255","all AML","TARGET",886,8
"6256","all AML","TARGET",886,19
"6257","all AML","TARGET",886,1
"6258","all AML","TARGET",886,1
"6259","all AML","TARGET",886,2
"6260","all AML","TARGET",886,22
"6261","all AML","TARGET",886,17
"6262","all AML","TARGET",886,16
"6263","all AML","TARGET",886,14
"6264","all AML","TARGET",886,5
"6265","all AML","TARGET",886,4
"6266","all AML","TARGET",886,19
"6267","all AML","TARGET",886,3
"6268","all AML","TARGET",886,17
"6269","all AML","TARGET",886,14
"6270","all AML","TARGET",886,14
"6271","all AML","TARGET",886,11
"6272","all AML","TARGET",886,8
"6273","all AML","TARGET",886,19
"6274","all AML","TARGET",886,8
"6275","all AML","TARGET",886,15
"6276","all AML","TARGET",886,18
"6277","all AML","TARGET",886,15
"6278","all AML","TARGET",886,1
"6279","all AML","TARGET",886,19
"6280","all AML","TARGET",886,14
"6281","all AML","TARGET",886,18
"6282","all AML","TARGET",886,14
"6283","all AML","TARGET",886,3
"6284","all AML","TARGET",886,14
"6285","all AML","TARGET",886,16
"6286","all AML","TARGET",886,11
"6287","all AML","TARGET",886,18
"6288","all AML","TARGET",886,17
"6289","all AML","TARGET",886,9
"6290","all AML","TARGET",886,1
"6291","all AML","TARGET",886,16
"6292","all AML","TARGET",886,5
"6293","all AML","TARGET",886,18
"6294","all AML","TARGET",886,11
"6295","all AML","TARGET",886,9
"6296","all AML","TARGET",886,12
"6297","all AML","TARGET",886,3
"6298","all AML","TARGET",886,15
"6299","all AML","TARGET",886,1
"6300","all AML","TARGET",886,17
"6301","all AML","TARGET",886,4
"6302","all AML","TARGET",886,10
"6303","all AML","TARGET",886,6
"6304","all AML","TARGET",886,5
"6305","all AML","TARGET",886,8
"6306","all AML","TARGET",886,12
"6307","all AML","TARGET",886,18
"6308","all AML","TARGET",886,7
"6309","all AML","TARGET",886,11
"6310","all AML","TARGET",886,10
"6311","all AML","TARGET",886,18
"6312","all AML","TARGET",886,3
"6313","all AML","TARGET",886,17
"6314","all AML","TARGET",886,16
"6315","all AML","TARGET",886,4
"6316","all AML","TARGET",886,14
"6317","all AML","TARGET",886,2
"6318","all AML","TARGET",886,10
"6319","all AML","TARGET",886,14
"6320","all AML","TARGET",886,2
"6321","all AML","TARGET",886,2
"6322","all AML","TARGET",886,11
"6323","all AML","TARGET",886,12
"6324","all AML","TARGET",886,12
"6325","all AML","TARGET",886,20
"6326","all AML","TARGET",886,5
"6327","all AML","TARGET",886,17
"6328","all AML","TARGET",886,2
"6329","all AML","TARGET",886,6
"6330","all AML","TARGET",886,3
"6331","all AML","TARGET",886,9
"6332","all AML","TARGET",886,12
"6333","all AML","TARGET",886,18
"6334","all AML","TARGET",886,13
"6335","all AML","TARGET",886,11
"6336","all AML","TARGET",886,16
"6337","all AML","TARGET",886,2
"6338","all AML","TARGET",886,11
"6339","all AML","TARGET",886,10
"6340","all AML","TARGET",886,7
"6341","all AML","TARGET",886,1
"6342","all AML","TARGET",886,15
"6343","all AML","TARGET",886,18
"6344","all AML","TARGET",886,12
"6345","all AML","TARGET",886,3
"6346","all AML","TARGET",886,15
"6347","all AML","TARGET",886,19
"6348","all AML","TARGET",886,13
"6349","all AML","TARGET",886,15
"6350","all AML","TARGET",886,6
"6351","all AML","TARGET",886,17
"6352","all AML","TARGET",886,12
"6353","all AML","TARGET",886,12
"6354","all AML","TARGET",886,4
"6355","all AML","TARGET",886,3
"6356","all AML","TARGET",886,4
"6357","all AML","TARGET",886,12
"6358","all AML","TARGET",886,2
"6359","all AML","TARGET",886,16
"6360","all AML","TARGET",886,5
"6361","all AML","TARGET",886,2
"6362","all AML","TARGET",886,16
"6363","all AML","TARGET",886,12
"6364","all AML","TARGET",886,11
"6365","all AML","TARGET",886,15
"6366","all AML","TARGET",886,6
"6367","all AML","TARGET",886,11
"6368","all AML","TARGET",886,14
"6369","all AML","TARGET",886,18
"6370","all AML","TARGET",886,10
"6371","all AML","TARGET",886,13
"6372","all AML","TARGET",886,15
"6373","all AML","TARGET",886,14
"6374","all AML","TARGET",886,15
"6375","all AML","TARGET",886,2
"6376","all AML","TARGET",886,16
"6377","all AML","TARGET",886,4
"6378","all AML","TARGET",886,3
"6379","all AML","TARGET",886,5
"6380","all AML","TARGET",886,16
"6381","all AML","TARGET",886,3
"6382","all AML","TARGET",886,8
"6383","all AML","TARGET",886,17
"6384","all AML","TARGET",886,4
"6385","all AML","TARGET",886,7
"6386","all AML","TARGET",886,18
"6387","all AML","TARGET",886,2
"6388","all AML","TARGET",886,5
"6389","all AML","TARGET",886,3
"6390","all AML","TARGET",886,16
"6391","all AML","TARGET",886,11
"6392","all AML","TARGET",886,9
"6393","all AML","TARGET",886,3
"6394","all AML","TARGET",886,17
"6395","all AML","TARGET",886,15
"6396","all AML","TARGET",886,9
"6397","all AML","TARGET",886,20
"6398","all AML","TARGET",886,3
"6399","all AML","TARGET",886,3
"6400","all AML","TARGET",886,4
"6401","all AML","TARGET",886,9
"6402","all AML","TARGET",886,10
"6403","all AML","TARGET",886,14
"6404","all AML","TARGET",886,15
"6405","all AML","TARGET",886,7
"6406","all AML","TARGET",886,8
"6407","all AML","TARGET",886,1
"6408","all AML","TARGET",886,13
"6409","all AML","TARGET",886,15
"6410","all AML","TARGET",886,2
"6411","all AML","TARGET",886,17
"6412","all AML","TARGET",886,3
"6413","all AML","TARGET",886,15
"6414","all AML","TARGET",886,17
"6415","all AML","TARGET",886,1
"6416","all AML","TARGET",886,2
"6417","all AML","TARGET",886,17
"6418","all AML","TARGET",886,10
"6419","all AML","TARGET",886,15
"6420","all AML","TARGET",886,19
"6421","all AML","TARGET",886,4
"6422","all AML","TARGET",886,10
"6423","all AML","TARGET",886,4
"6424","all AML","TARGET",886,3
"6425","all AML","TARGET",886,12
"6426","all AML","TARGET",886,13
"6427","all AML","TARGET",886,10
"6428","all AML","TARGET",886,11
"6429","all AML","TARGET",886,2
"6430","all AML","TARGET",886,17
"6431","all AML","TARGET",886,16
"6432","all AML","TARGET",886,4
"6433","all AML","TARGET",886,13
"6434","all AML","TARGET",886,1
"6435","all AML","TARGET",886,1
"6436","all AML","TARGET",886,7
"6437","all AML","TARGET",886,18
"6438","all AML","TARGET",886,18
"6439","all AML","TARGET",886,13
"6440","all AML","TARGET",886,14
"6441","all AML","TARGET",886,15
"6442","all AML","TARGET",886,11
"6443","all AML","TARGET",886,14
"6444","all AML","TARGET",886,14
"6445","all AML","TARGET",886,12
"6446","all AML","TARGET",886,1
"6447","all AML","TARGET",886,8
"6448","all AML","TARGET",886,7
"6449","all AML","TARGET",886,8
"6450","all AML","TARGET",886,11
"6451","all AML","TARGET",886,2
"6452","all AML","TARGET",886,1
"6453","all AML","TARGET",886,1
"6454","all AML","TARGET",886,2
"6455","all AML","TARGET",886,14
"6456","all AML","TARGET",886,21
"6457","all AML","TARGET",886,12
"6458","all AML","TARGET",886,3
"6459","all AML","TARGET",886,1
"6460","all AML","TARGET",886,8
"6461","all AML","TARGET",886,9
"6462","all AML","TARGET",886,2
"6463","all AML","TARGET",886,15
"6464","all AML","TARGET",886,14
"6465","all AML","TARGET",886,18
"6466","all AML","TARGET",886,10
"6467","all AML","TARGET",886,13
"6468","all AML","TARGET",886,2
"6469","all AML","TARGET",886,15
"6470","all AML","TARGET",886,17
"6471","all AML","TARGET",886,6
"6472","all AML","TARGET",886,10
"6473","all AML","TARGET",886,6
"6474","all AML","TARGET",886,11
"6475","all AML","TARGET",886,11
"6476","all AML","TARGET",886,10
"6477","all AML","TARGET",886,1
"6478","all AML","TARGET",886,11
"6479","all AML","TARGET",886,18
"6480","all AML","TARGET",886,15
"6481","all AML","TARGET",886,6
"6482","all AML","TARGET",886,6
"6483","all AML","TARGET",886,3
"6484","all AML","TARGET",886,15
"6485","all AML","TARGET",886,2
"6486","all AML","TARGET",886,14
"6487","all AML","TARGET",886,11
"6488","all AML","TARGET",886,5
"6489","all AML","TARGET",886,1
"6490","all AML","TARGET",886,24
"6491","all AML","TARGET",886,17
"6492","all AML","TARGET",886,7
"6493","all AML","TARGET",886,8
"6494","all AML","TARGET",886,5
"6495","all AML","TARGET",886,1
"6496","all AML","TARGET",886,4
"6497","all AML","TARGET",886,18
"6498","all AML","TARGET",886,1
"6499","all AML","TARGET",886,1
"6500","all AML","TARGET",886,1
"6501","all AML","TARGET",886,14
"6502","all AML","TARGET",886,11
"6503","all AML","TARGET",886,15
"6504","all AML","TARGET",886,4
"6505","all AML","TARGET",886,19
"6506","all AML","TARGET",886,1
"6507","all AML","TARGET",886,16
"6508","all AML","TARGET",886,19
"6509","all AML","TARGET",886,7
"6510","all AML","TARGET",886,1
"6511","all AML","TARGET",886,7
"6512","all AML","TARGET",886,11
"6513","all AML","TARGET",886,14
"6514","all AML","TARGET",886,12
"6515","all AML","TARGET",886,15
"6516","all AML","TARGET",886,2
"6517","all AML","TARGET",886,10
"6518","all AML","TARGET",886,11
"6519","all AML","TARGET",886,19
"6520","all AML","TARGET",886,12
"6521","all AML","TARGET",886,15
"6522","all AML","TARGET",886,8
"6523","all AML","TARGET",886,2
"6524","all AML","TARGET",886,8
"6525","all AML","TARGET",886,9
"6526","all AML","TARGET",886,14
"6527","all AML","TARGET",886,14
"6528","all AML","TARGET",886,6
"6529","all AML","TARGET",886,6
"6530","all AML","TARGET",886,7
"6531","all AML","TARGET",886,11
"6532","all AML","TARGET",886,10
"6533","all AML","TARGET",886,7
"6534","all AML","TARGET",886,13
"6535","all AML","TARGET",886,1
"6536","all AML","TARGET",886,3
"6537","all AML","TARGET",886,12
"6538","all AML","TARGET",886,2
"6539","all AML","TARGET",886,4
"6540","all AML","TARGET",886,1
"6541","all AML","TARGET",886,5
"6542","all AML","TARGET",886,18
"6543","all AML","TARGET",886,12
"6544","all AML","TARGET",886,16
"6545","all AML","TARGET",886,13
"6546","all AML","TARGET",886,4
"6547","all AML","TARGET",886,19
"6548","all AML","TARGET",886,10
"6549","all AML","TARGET",886,3
"6550","all AML","TARGET",886,21
"6551","all AML","TARGET",886,17
"6552","all AML","TARGET",886,21
"6553","all AML","TARGET",886,2
"6554","all AML","TARGET",886,8
"6555","all AML","TARGET",886,12
"6556","all AML","TARGET",886,2
"6557","all AML","TARGET",886,10
"6558","all AML","TARGET",886,17
"6559","all AML","TARGET",886,17
"6560","all AML","TARGET",886,1
"6561","all AML","TARGET",886,16
"6562","all AML","TARGET",886,5
"6563","all AML","TARGET",886,15
"6564","all AML","TARGET",886,1
"6565","all AML","TARGET",886,12
"6566","all AML","TARGET",886,1
"6567","all AML","TARGET",886,12
"6568","all AML","TARGET",886,2
"6569","all AML","TARGET",886,16
"6570","all AML","TARGET",886,8
"6571","all AML","TARGET",886,12
"6572","all AML","TARGET",886,6
"6573","all AML","TARGET",886,1
"6574","all AML","TARGET",886,8
"6575","all AML","TARGET",886,1
"6576","all AML","TARGET",886,4
"6577","all AML","TARGET",886,12
"6578","all AML","TARGET",886,14
"6579","all AML","TARGET",886,9
"6580","all AML","TARGET",886,13
"6581","all AML","TARGET",886,15
"6582","all AML","TARGET",886,10
"6583","all AML","TARGET",886,14
"6584","all AML","TARGET",886,8
"6585","all AML","TARGET",886,3
"6586","all AML","TARGET",886,3
"6587","all AML","TARGET",886,2
"6588","all AML","TARGET",886,1
"6589","all AML","TARGET",886,2
"6590","all AML","TARGET",886,18
"6591","all AML","TARGET",886,18
"6592","all AML","TARGET",886,15
"6593","all AML","TARGET",886,15
"6594","all AML","TARGET",886,2
"6595","all AML","TARGET",886,10
"6596","all AML","TARGET",886,13
"6597","all AML","TARGET",886,8
"6598","all AML","TARGET",886,10
"6599","all AML","TARGET",886,10
"6600","all AML","TARGET",886,4
"6601","all AML","TARGET",886,15
"6602","all AML","TARGET",886,1
"6603","all AML","TARGET",886,7
"6604","all AML","TARGET",886,1
"6605","all AML","TARGET",886,1
"6606","all AML","TARGET",886,2
"6607","all AML","TARGET",886,9
"6608","all AML","TARGET",886,11
"6609","all AML","TARGET",886,13
"6610","all AML","TARGET",886,3
"6611","all AML","TARGET",886,7
"6612","all AML","TARGET",886,1
"6613","all AML","TARGET",886,18
"6614","all AML","TARGET",886,14
"6615","all AML","TARGET",886,3
"6616","all AML","TARGET",886,2
"6617","all AML","TARGET",886,2
"6618","all AML","TARGET",886,11
"6619","all AML","TARGET",886,6
"6620","all AML","TARGET",886,11
"6621","all AML","TARGET",886,4
"6622","all AML","TARGET",886,4
"6623","all AML","TARGET",886,1
"6624","all AML","TARGET",886,10
"6625","all AML","TARGET",886,9
"6626","all AML","TARGET",886,2
"6627","all AML","TARGET",886,17
"6628","all AML","TARGET",886,19
"6629","all AML","TARGET",886,11
"6630","all AML","TARGET",886,6
"6631","all AML","TARGET",886,1
"6632","all AML","TARGET",886,4
"6633","all AML","TARGET",886,2
"6634","all AML","TARGET",886,1
"6635","all AML","TARGET",886,13
"6636","all AML","TARGET",886,1
"6637","all AML","TARGET",886,9
"6638","all AML","TARGET",886,1
"6639","all AML","TARGET",886,24
"6640","all AML","TARGET",886,9
"6641","all AML","TARGET",886,17
"6642","all AML","TARGET",886,17
"6643","all AML","TARGET",886,13
"6644","all AML","TARGET",886,19
"6645","all AML","TARGET",886,16
"6646","all AML","TARGET",886,12
"6647","all AML","TARGET",886,17
"6648","all AML","TARGET",886,2
"6649","all AML","TARGET",886,2
"6650","all AML","TARGET",886,10
"6651","all AML","TARGET",886,17
"6652","all AML","TARGET",886,10
"6653","all AML","TARGET",886,12
"6654","all AML","TARGET",886,12
"6655","all AML","TARGET",886,18
"6656","all AML","TARGET",886,1
"6657","all AML","TARGET",886,16
"6658","all AML","TARGET",886,11
"6659","all AML","TARGET",886,13
"6660","all AML","TARGET",886,14
"6661","all AML","TARGET",886,12
"6662","all AML","TARGET",886,1
"6663","all AML","TARGET",886,2
"6664","all AML","TARGET",886,10
"6665","all AML","TARGET",886,5
"6666","all AML","TARGET",886,2
"6667","all AML","TARGET",886,13
"6668","all AML","TARGET",886,16
"6669","all AML","TARGET",886,15
"6670","all AML","TARGET",886,17
"6671","all AML","TARGET",886,7
"6672","all AML","TARGET",886,2
"6673","all AML","TARGET",886,18
"6674","all AML","TARGET",886,16
"6675","all AML","TARGET",886,23
"6676","all AML","TARGET",886,3
"6677","all AML","TARGET",886,14
"6678","all AML","TARGET",886,15
"6679","all AML","TARGET",886,3
"6680","all AML","TARGET",886,14
"6681","all AML","TARGET",886,14
"6682","all AML","TARGET",886,20
"6683","all AML","TARGET",886,17
"6684","all AML","TARGET",886,1
"6685","all AML","TARGET",886,4
"6686","all AML","TARGET",886,16
"6687","all AML","TARGET",886,4
"6688","all AML","TARGET",886,1
"6689","all AML","TARGET",886,10
"6690","all AML","TARGET",886,15
"6691","all AML","TARGET",886,19
"6692","all AML","TARGET",886,1
"6693","all AML","TARGET",886,12
"6694","all AML","TARGET",886,17
"6695","all AML","TARGET",886,11
"6696","all AML","TARGET",886,14
"6697","all AML","TARGET",886,30
"6698","all AML","TARGET",886,4
"6699","all AML","TARGET",886,2
